weather,base,visibility,dt,timezone,id,name,cod,coord.lon,coord.lat,main.temp,main.feels_like,main.temp_min,main.temp_max,main.pressure,main.humidity,wind.speed,wind.deg,wind.gust,clouds.all,sys.type,sys.id,sys.country,sys.sunrise,sys.sunset,main.sea_level,main.grnd_level,message,rain.1h
"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,1327.0,1627806399.0,-10800.0,3831208.0,Qaanaaq,200,-69.3632,77.484,39.06,39.06,39.06,39.06,1015.0,95.0,2.53,101.0,2.71,80.0,,,GL,0.0,0.0,1015.0,1011.0,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,10000.0,1627806399.0,7200.0,3356832.0,Henties Bay,200,14.2845,-22.116,76.33,74.89,76.33,76.33,1020.0,26.0,23.94,48.0,31.7,0.0,,,NA,1627796138.0,1627836157.0,1020.0,1017.0,,
"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,10000.0,1627806399.0,32400.0,1863997.0,Fukuechō,200,128.8419,32.6881,84.56,97.16,84.56,84.56,1000.0,84.0,8.05,180.0,,75.0,1.0,7986.0,JP,1627763901.0,1627813407.0,,,,
"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",stations,10000.0,1627806399.0,3600.0,7117100.0,Vila,200,-8.1588,42.0304,55.29,53.85,50.88,59.74,1019.0,71.0,0.81,310.0,1.63,13.0,2.0,2007751.0,PT,1627795560.0,1627847506.0,1019.0,911.0,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,10000.0,1627806399.0,-21600.0,4021858.0,Guerrero Negro,200,-114.0611,27.9769,71.06,71.76,71.06,71.06,1015.0,83.0,9.24,318.0,11.52,7.0,,,MX,1627822739.0,1627871159.0,1015.0,1015.0,,
"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,10000.0,1627806399.0,-25200.0,5354943.0,Half Moon Bay,200,-122.4286,37.4636,58.69,58.44,54.18,64.74,1018.0,89.0,1.01,247.0,4.0,75.0,2.0,2037640.0,US,1627823649.0,1627874265.0,,,,
,,,,,,,404,,,,,,,,,,,,,,,,,,,,city not found,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,10000.0,1627806399.0,10800.0,752584.0,Akçakoca,200,31.1162,41.0866,85.15,84.31,85.15,85.15,1012.0,39.0,6.62,10.0,7.45,0.0,,,TR,1627786270.0,1627837945.0,1012.0,1007.0,,
"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",stations,10000.0,1627806399.0,32400.0,2025630.0,Chara,200,118.2631,56.9064,52.95,51.85,52.95,52.95,1012.0,83.0,4.92,61.0,6.53,100.0,,,RU,1627761946.0,1627820440.0,1012.0,931.0,,0.83
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,10000.0,1627806399.0,28800.0,1784055.0,Zhuanghe,200,122.9911,39.7008,80.96,86.72,80.96,80.96,999.0,82.0,10.98,146.0,15.99,7.0,,,CN,1627764407.0,1627815710.0,999.0,999.0,,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,10000.0,1627806399.0,7200.0,220448.0,Aketi,200,23.7833,2.7388,72.09,73.45,72.09,72.09,1016.0,95.0,0.45,178.0,1.79,100.0,,,CD,1627791844.0,1627835891.0,1016.0,972.0,,
"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,10000.0,1627806400.0,-18000.0,3693584.0,Pimentel,200,-79.9342,-6.8367,63.0,63.03,63.0,63.0,1015.0,86.0,1.01,156.0,5.01,58.0,2.0,2038233.0,PE,1627817481.0,1627860037.0,,,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,10000.0,1627806400.0,28800.0,1797117.0,Rongcheng,200,117.8517,30.634,93.42,106.02,93.42,93.42,997.0,57.0,6.17,49.0,6.62,0.0,,,CN,1627766773.0,1627815811.0,997.0,995.0,,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,10000.0,1627806400.0,39600.0,2126785.0,Belaya Gora,200,146.4167,68.5333,50.41,47.79,50.41,50.41,1024.0,56.0,12.01,29.0,13.73,96.0,,,RU,1627748292.0,1627820581.0,1024.0,1017.0,,
"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",stations,10000.0,1627806367.0,7200.0,602150.0,Umeå,200,20.2597,63.8284,66.13,65.82,62.91,66.13,995.0,72.0,3.44,0.0,,20.0,1.0,1770.0,SE,1627782549.0,1627846877.0,,,,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,10000.0,1627806400.0,19800.0,1254046.0,Tura,200,90.2201,25.5198,79.65,79.65,79.65,79.65,1000.0,87.0,7.11,140.0,13.33,99.0,,,IN,1627773943.0,1627821904.0,1000.0,958.0,,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,5598.0,1627806400.0,25200.0,1566166.0,Thanh Hoa,200,105.7667,19.8,78.82,78.82,78.82,78.82,998.0,96.0,0.56,26.0,2.77,100.0,,,VN,1627770752.0,1627817633.0,998.0,998.0,,
"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",stations,10000.0,1627806400.0,25200.0,8079926.0,Labuhan,200,112.2051,-6.8844,86.63,91.56,86.63,86.63,1008.0,58.0,7.94,35.0,8.21,25.0,,,ID,1627771377.0,1627813917.0,1008.0,1008.0,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,10000.0,1627806400.0,34200.0,2063036.0,Port Lincoln,200,135.8667,-34.7333,55.09,53.6,55.09,55.09,1011.0,70.0,14.34,316.0,23.55,6.0,,,AU,1627768243.0,1627805694.0,1011.0,1009.0,,
"[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10n'}]",stations,10000.0,1627806400.0,36000.0,2090021.0,Namatanai,200,152.4333,-3.6667,79.5,79.5,79.5,79.5,1010.0,79.0,5.7,143.0,7.52,16.0,,,PG,1627761470.0,1627804515.0,1010.0,1005.0,,1.35
,,,,,,,404,,,,,,,,,,,,,,,,,,,,city not found,
"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",stations,10000.0,1627806400.0,-14400.0,3573374.0,The Valley,200,-63.0578,18.217,80.82,85.48,80.82,81.1,1017.0,77.0,16.24,87.0,17.02,40.0,2.0,2007546.0,AI,1627811420.0,1627857997.0,1017.0,1015.0,,
"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,10000.0,1627806400.0,7200.0,371745.0,Kutum,200,24.6667,14.2,78.8,78.8,78.8,78.8,1014.0,57.0,10.54,297.0,13.67,55.0,,,SD,1627790708.0,1627836603.0,1014.0,890.0,,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,10000.0,1627806401.0,36000.0,2023584.0,Imeni Poliny Osipenko,200,136.4853,52.4201,52.7,51.91,52.7,52.7,1015.0,90.0,5.46,1.0,6.55,100.0,,,RU,1627758821.0,1627814819.0,1015.0,1007.0,,
"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,10000.0,1627806401.0,-18000.0,3939761.0,Hualmay,200,-77.6139,-11.0964,61.97,62.01,61.97,61.97,1014.0,88.0,7.74,174.0,8.48,83.0,,,PE,1627817260.0,1627859143.0,1014.0,1009.0,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,10000.0,1627806356.0,-14400.0,4500546.0,Atlantic City,200,-74.4229,39.3643,65.97,66.25,59.18,72.01,1013.0,85.0,0.0,0.0,,1.0,2.0,2016803.0,US,1627811864.0,1627863008.0,,,,
"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,10000.0,1627806401.0,19800.0,1264976.0,Leh,200,77.5833,34.1667,71.87,70.36,71.87,71.87,998.0,34.0,5.01,270.0,8.5,63.0,,,IN,1627776034.0,1627825878.0,998.0,675.0,,
"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",stations,10000.0,1627806401.0,3600.0,2270385.0,Camacha,200,-16.3333,33.0833,67.42,67.06,67.42,69.53,1024.0,68.0,11.5,30.0,,40.0,1.0,6902.0,PT,1627798714.0,1627848276.0,,,,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,10000.0,1627806401.0,0.0,2293342.0,Adzopé,200,-3.8619,6.1069,74.23,75.67,74.23,74.23,1018.0,92.0,3.13,212.0,10.16,99.0,,,CI,1627798214.0,1627842790.0,1018.0,1005.0,,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,10000.0,1627806401.0,-10800.0,3402621.0,Casa Nova,200,-41.1333,-9.4167,69.78,70.03,69.78,69.78,1021.0,76.0,20.69,129.0,29.46,100.0,1.0,8418.0,BR,1627808373.0,1627850521.0,1021.0,977.0,,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,10000.0,1627806401.0,7200.0,2986626.0,Plouzané,200,-4.6167,48.3833,60.94,61.02,59.02,61.12,1014.0,91.0,8.05,260.0,,90.0,1.0,6554.0,FR,1627793606.0,1627847760.0,,,,
"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",stations,10000.0,1627806401.0,25200.0,1494091.0,Promyshlennaya,200,85.6385,54.9159,77.95,77.67,77.95,77.95,1010.0,47.0,7.11,181.0,10.16,48.0,1.0,8950.0,RU,1627770384.0,1627827661.0,1010.0,990.0,,
"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",stations,10000.0,1627806401.0,3600.0,236901.0,Ouadda,200,22.4007,8.0777,69.96,71.22,69.96,69.96,1018.0,97.0,8.95,217.0,18.37,95.0,,,CF,1627791754.0,1627836645.0,1018.0,938.0,,0.66
,,,,,,,404,,,,,,,,,,,,,,,,,,,,city not found,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,10000.0,1627806402.0,18000.0,1496503.0,Noyabrsk,200,75.4507,63.1994,67.96,66.72,67.96,67.96,1009.0,48.0,13.51,201.0,14.29,100.0,,,RU,1627769629.0,1627833307.0,1009.0,996.0,,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,10000.0,1627806402.0,-14400.0,5919850.0,Chapais,200,-74.8492,49.7834,47.98,45.63,47.98,47.98,1009.0,88.0,5.37,272.0,14.58,100.0,1.0,859.0,CA,1627810192.0,1627864885.0,1009.0,962.0,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,10000.0,1627806402.0,34200.0,6355222.0,Yulara,200,130.9889,-25.2406,71.44,69.84,71.44,71.44,1013.0,33.0,12.66,280.0,,0.0,1.0,9487.0,AU,1627768427.0,1627807851.0,,,,
,,,,,,,404,,,,,,,,,,,,,,,,,,,,city not found,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,10000.0,1627806402.0,-18000.0,6165406.0,Thompson,200,-97.8558,55.7435,53.76,52.41,53.76,53.76,1022.0,76.0,0.0,0.0,,1.0,1.0,935.0,CA,1627814241.0,1627871879.0,,,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,10000.0,1627806402.0,-14400.0,4151316.0,Clearwater,200,-82.8001,27.9659,81.79,88.29,76.03,84.9,1016.0,80.0,4.0,173.0,11.01,1.0,2.0,2036534.0,US,1627815235.0,1627863659.0,,,,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,10000.0,1627806402.0,43200.0,2191562.0,Dunedin,200,170.5036,-45.8742,51.8,50.81,51.8,51.8,1010.0,88.0,3.0,33.0,4.0,97.0,2.0,75281.0,NZ,1627761459.0,1627795853.0,,,,
"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,10000.0,1627806402.0,28800.0,1711707.0,Himaya,200,122.8325,10.4516,83.79,93.04,83.79,83.79,1007.0,79.0,15.68,237.0,19.8,83.0,,,PH,1627767456.0,1627812737.0,1007.0,1006.0,,
"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50d'}]",stations,3900.0,1627806402.0,7200.0,2745087.0,Gemeente Wageningen,200,5.6667,51.9667,60.93,61.0,57.94,65.86,1008.0,91.0,9.22,230.0,,90.0,2.0,2004560.0,NL,1627790361.0,1627846070.0,,,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,10000.0,1627806402.0,28800.0,1803365.0,Linqiong,200,103.4609,30.4159,100.22,112.82,100.22,100.22,998.0,50.0,3.65,132.0,2.46,0.0,1.0,9674.0,CN,1627770252.0,1627819239.0,998.0,943.0,,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,10000.0,1627806181.0,3600.0,2618795.0,Klaksvík,200,-6.589,62.2266,47.32,42.6,47.32,47.32,1014.0,77.0,10.31,317.0,10.69,100.0,1.0,1596.0,FO,1627789859.0,1627852454.0,1014.0,1011.0,,
"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",stations,3838.0,1627806402.0,7200.0,778707.0,Mehamn,200,27.8492,71.0357,46.4,41.49,46.4,46.4,998.0,96.0,10.27,321.0,10.36,100.0,,,NO,1627771479.0,1627854304.0,998.0,997.0,,0.11
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,9929.0,1627806403.0,19800.0,1254832.0,Tawang Town,200,91.8667,27.5833,63.12,63.41,63.12,63.12,1007.0,91.0,2.93,211.0,3.2,98.0,,,IN,1627773338.0,1627821718.0,1007.0,734.0,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,10000.0,1627806403.0,10800.0,921889.0,Fomboni,200,43.7425,-12.28,76.1,76.75,76.1,76.1,1021.0,71.0,19.53,149.0,20.94,5.0,,,KM,1627788236.0,1627829919.0,1021.0,1021.0,,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,10000.0,1627806403.0,25200.0,1214965.0,Kabanjahe,200,98.4908,3.1001,75.96,76.78,75.96,75.96,1011.0,75.0,4.61,247.0,7.54,98.0,1.0,9412.0,ID,1627773886.0,1627817991.0,1011.0,882.0,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,10000.0,1627806403.0,-14400.0,4220862.0,Saint Simons,200,-81.3901,31.1352,79.88,79.88,77.27,80.64,1014.0,92.0,9.22,240.0,,1.0,1.0,5922.0,US,1627814557.0,1627863660.0,,,,
"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,6000.0,1627806403.0,19800.0,1269843.0,Hyderabad,200,78.4744,17.3753,79.3,79.3,79.21,83.71,1008.0,70.0,6.91,280.0,,75.0,1.0,9214.0,IN,1627777519.0,1627823965.0,,,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,10000.0,1627806403.0,3600.0,2264557.0,Ponta do Sol,200,-17.1,32.6667,71.53,71.85,71.13,73.0,1024.0,74.0,6.89,53.0,9.19,10.0,2.0,2008291.0,PT,1627798947.0,1627848412.0,1024.0,1024.0,,
,,,,,,,404,,,,,,,,,,,,,,,,,,,,city not found,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,10000.0,1627806404.0,-18000.0,3520994.0,Puerto Escondido,200,-97.0667,15.85,78.96,78.96,78.96,78.96,1013.0,83.0,6.82,325.0,9.64,3.0,,,MX,1627819789.0,1627865952.0,1013.0,1013.0,,
"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",stations,10000.0,1627806404.0,19800.0,1263942.0,Manavālakurichi,200,77.3,8.1333,84.29,88.59,84.29,84.29,1009.0,62.0,20.96,287.0,27.04,41.0,1.0,9226.0,IN,1627778572.0,1627823475.0,1009.0,1009.0,,
"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",stations,10000.0,1627806404.0,-14400.0,3447597.0,Sidrolândia,200,-54.9614,-20.9319,56.19,53.73,56.19,56.19,1025.0,47.0,11.05,136.0,31.68,48.0,1.0,8347.0,BR,1627812646.0,1627852885.0,1025.0,967.0,,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,10000.0,1627806404.0,-14400.0,5924351.0,Clyde River,200,-68.5914,70.4692,37.63,32.34,37.63,37.63,1011.0,100.0,6.91,10.0,,90.0,1.0,776.0,CA,1627796883.0,1627875190.0,,,,
"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,10000.0,1627806404.0,28800.0,1812256.0,Dongsheng,200,109.9776,39.8161,77.07,75.51,77.07,77.07,1004.0,22.0,13.06,37.0,13.67,52.0,,,CN,1627767516.0,1627818847.0,1004.0,853.0,,
"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",stations,10000.0,1627806404.0,28800.0,1819729.0,Hong Kong,200,114.1577,22.2855,84.11,95.47,80.58,87.76,997.0,83.0,5.01,135.0,8.99,100.0,2.0,2035800.0,HK,1627768508.0,1627815849.0,,,,0.65
"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",stations,10000.0,1627806404.0,-21600.0,5411479.0,Alamosa,200,-105.87,37.4695,57.18,57.02,55.35,57.18,1032.0,94.0,8.05,300.0,,20.0,1.0,3277.0,US,1627819672.0,1627870294.0,,,,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,10000.0,1627806404.0,28800.0,1713479.0,Gabi,200,126.092,7.6215,88.45,99.19,88.45,88.45,1006.0,66.0,2.37,234.0,5.64,87.0,,,PH,1627766903.0,1627811726.0,1006.0,996.0,,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,4221.0,1627806404.0,43200.0,2123814.0,Leningradskiy,200,178.4167,69.3833,35.01,24.87,35.01,35.01,1009.0,94.0,16.73,303.0,23.22,98.0,,,RU,1627739383.0,1627814130.0,1009.0,1009.0,,
"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,10000.0,1627806404.0,43200.0,2180815.0,Tuatapere,200,167.6833,-46.1333,44.82,43.77,44.82,44.82,1009.0,93.0,3.04,59.0,3.29,73.0,2.0,2008959.0,NZ,1627762178.0,1627796487.0,1009.0,1006.0,,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,10000.0,1627806404.0,7200.0,372884.0,Kapoeta,200,33.5903,4.7717,84.18,83.01,84.18,84.18,1015.0,37.0,19.55,117.0,21.43,100.0,,,SS,1627789331.0,1627833697.0,1015.0,942.0,,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,10000.0,1627806405.0,39600.0,2108502.0,Honiara,200,159.95,-9.4333,77.47,78.96,77.47,77.47,1012.0,86.0,1.68,194.0,3.83,100.0,,,SB,1627760122.0,1627802255.0,1012.0,1008.0,,
"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",stations,10000.0,1627806405.0,14400.0,935215.0,Saint-Philippe,200,55.7679,-21.3585,75.94,77.0,74.75,76.59,1027.0,80.0,16.46,80.0,17.63,37.0,1.0,2127.0,RE,1627786117.0,1627826266.0,1027.0,1020.0,,0.35
"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",stations,10000.0,1627806405.0,39600.0,2138592.0,Pouembout,200,164.9,-21.1333,63.1,62.22,63.1,63.1,1016.0,66.0,6.98,160.0,10.54,14.0,,,NC,1627759914.0,1627800087.0,1016.0,1015.0,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,10000.0,1627806405.0,-14400.0,3894426.0,Coyhaique,200,-72.0662,-45.5752,40.95,36.32,40.95,40.95,1020.0,52.0,6.91,0.0,,0.0,1.0,8491.0,CL,1627819577.0,1627854164.0,,,,
"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",stations,10000.0,1627806405.0,16200.0,132892.0,Gorgan,200,54.4348,36.8387,91.36,96.75,91.36,91.36,1008.0,49.0,0.0,0.0,,40.0,1.0,7494.0,IR,1627781259.0,1627831764.0,,,,
"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,10000.0,1627806405.0,10800.0,53372.0,Oodweyne,200,45.064,9.4092,81.9,81.05,81.9,81.9,1013.0,37.0,27.13,232.0,27.65,51.0,,,SO,1627786207.0,1627831314.0,1013.0,901.0,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,10000.0,1627806405.0,7200.0,964420.0,Port Elizabeth,200,25.5701,-33.918,62.89,62.49,62.89,64.09,1021.0,77.0,18.41,240.0,,0.0,1.0,1973.0,ZA,1627794606.0,1627832271.0,,,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,10000.0,1627806405.0,-18000.0,3691954.0,Sechura,200,-80.8222,-5.5569,64.45,64.51,64.45,64.45,1014.0,83.0,9.91,151.0,16.02,6.0,,,PE,1627817594.0,1627860350.0,1014.0,1012.0,,
,,,,,,,404,,,,,,,,,,,,,,,,,,,,city not found,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,10000.0,1627806406.0,28800.0,7372400.0,Weihe,200,105.3247,32.9952,89.13,89.74,89.13,89.13,1000.0,41.0,8.03,154.0,9.24,0.0,,,CN,1627769512.0,1627819084.0,1000.0,866.0,,
,,,,,,,404,,,,,,,,,,,,,,,,,,,,city not found,
"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,10000.0,1627806406.0,36000.0,2093846.0,Kiunga,200,141.2906,-6.1219,79.47,79.47,79.47,79.47,1008.0,84.0,3.22,184.0,10.92,80.0,,,PG,1627764337.0,1627806996.0,1008.0,1004.0,,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,10000.0,1627806406.0,-18000.0,3654410.0,Manta,200,-80.7333,-0.95,71.44,72.41,71.44,71.44,1012.0,88.0,11.16,204.0,15.41,99.0,,,EC,1627817215.0,1627860686.0,1012.0,1008.0,,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,10000.0,1627806406.0,10800.0,64814.0,Bandarbeyla,200,50.8122,9.4942,88.9,90.05,88.9,88.9,1010.0,43.0,26.75,217.0,35.48,94.0,,,SO,1627784820.0,1627829941.0,1010.0,1008.0,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,10000.0,1627806406.0,7200.0,1045114.0,Inhambane,200,35.3833,-23.865,72.19,71.69,72.19,72.19,1028.0,55.0,2.1,156.0,2.53,0.0,,,MZ,1627791235.0,1627830932.0,1028.0,1026.0,,
"[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10n'}]",stations,10000.0,1627806406.0,-14400.0,3379316.0,Lethem,200,-59.7968,3.3803,73.26,74.66,73.26,73.26,1015.0,93.0,2.55,54.0,3.36,99.0,,,GY,1627811853.0,1627855999.0,1015.0,1006.0,,2.73
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,10000.0,1627806406.0,3600.0,2236967.0,Soyo,200,12.3689,-6.1349,73.45,74.03,73.45,73.45,1018.0,75.0,3.94,161.0,4.63,100.0,1.0,2165.0,AO,1627795276.0,1627837938.0,1018.0,1017.0,,
"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",stations,10000.0,1627806400.0,32400.0,1624041.0,Ternate,200,127.4,0.8,83.91,91.26,83.91,83.91,1008.0,73.0,10.38,218.0,10.27,32.0,,,ID,1627767128.0,1627810873.0,1008.0,1008.0,,0.2
"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,10000.0,1627806321.0,28800.0,1651103.0,Atambua,200,124.8925,-9.1061,81.59,83.52,81.59,81.59,1010.0,58.0,2.08,256.0,7.56,61.0,,,ID,1627768508.0,1627810696.0,1010.0,972.0,,
"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,10000.0,1627806406.0,-21600.0,3601402.0,Savannah Bight,200,-85.85,16.45,79.0,79.0,79.0,79.0,1014.0,77.0,18.05,108.0,20.47,68.0,2.0,2036909.0,HN,1627817045.0,1627863312.0,1014.0,1014.0,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,10000.0,1627806406.0,-10800.0,3468720.0,Buritizeiro,200,-44.9622,-17.3511,58.32,57.27,58.32,58.32,1025.0,73.0,3.11,96.0,6.24,8.0,,,BR,1627809938.0,1627850793.0,1025.0,966.0,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,10000.0,1627806407.0,-14400.0,4465088.0,Elizabeth City,200,-76.2511,36.2946,73.35,74.95,71.01,77.02,1013.0,97.0,5.75,110.0,,1.0,2.0,2002902.0,US,1627812711.0,1627863039.0,,,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,10000.0,1627806340.0,10800.0,108410.0,Riyadh,200,46.7219,24.6877,107.65,102.24,105.94,107.65,1004.0,10.0,5.75,290.0,,0.0,1.0,7426.0,SA,1627784468.0,1627832257.0,,,,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,10000.0,1627806407.0,-34200.0,4020109.0,Atuona,200,-139.0333,-9.8,77.32,77.76,77.32,77.32,1014.0,64.0,14.05,101.0,15.1,100.0,,,PF,1627745510.0,1627787580.0,1014.0,1006.0,,
,,,,,,,404,,,,,,,,,,,,,,,,,,,,city not found,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,10000.0,1627806407.0,10800.0,160670.0,Chala,200,31.2667,-7.5833,66.25,64.42,66.25,66.25,1021.0,39.0,13.15,85.0,17.83,0.0,,,TZ,1627790855.0,1627833288.0,1021.0,834.0,,
"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",stations,10000.0,1627806407.0,34200.0,2077895.0,Alice Springs,200,133.8833,-23.7,74.21,72.32,72.95,74.21,1024.0,21.0,11.99,243.0,15.01,29.0,2.0,268586.0,AU,1627767588.0,1627807300.0,,,,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,10000.0,1627806407.0,25200.0,2022572.0,Khatanga,200,102.5,71.9667,72.23,71.37,72.23,72.23,1013.0,47.0,7.47,339.0,6.82,98.0,,,RU,0.0,0.0,1013.0,1010.0,,
